Designator,Mid X,Mid Y,Rotation,Layer
C1,127.944888,-117.8,0.0,top
C2,143.174888,-117.8,0.0,top
C3,158.414888,-117.8,0.0,top
C4,173.644888,-117.8,0.0,top
D1,157.67,-105.025,0.0,top
D2,172.91,-105.025,0.0,top
D3,127.19,-105.025,0.0,top
D4,142.43,-105.025,0.0,top
J1,150.0,-81.3,180.0,top
MOTOR_1,163.0,-86.875,180.0,top
MOTOR_2,172.0,-87.025,180.0,top
MOTOR_3,128.5,-86.925,180.0,top
MOTOR_4,137.0,-86.875,180.0,top
電源,185.025,-104.995,0.0,bottom
