Designator,Mid X,Mid Y,Rotation,Layer
C1,154.7,-96.0,180.0,top
C2,155.4,-100.1,90.0,top
C3,152.6,-105.6,180.0,top
J1,142.0,-100.005,0.0,bottom
J2,158.0,-99.995,180.0,bottom
R1,144.81,-99.1,180.0,bottom
R2,149.9,-103.4,0.0,top
R3,147.6,-96.0,0.0,top
R4,149.0,-104.9,45.0,top
U1,150.0,-100.0,0.0,top
